,top_k,temperature,epoch,lgan_mmd-CD,lgan_cov-CD,lgan_mmd_smp-CD,1-NN-CD-acc_t,1-NN-CD-acc_f,1-NN-CD-acc,fid
0,3,0.8,28,0.10224176943302155,0.375,0.1140168309211731,0.9375,0.84375,0.890625,22.976478576660156
0,3,0.8,29,0.1093771681189537,0.375,0.12030139565467834,0.96875,0.875,0.921875,38.94683837890625
0,3,0.8,30,0.10993174463510513,0.3125,0.10804697871208191,0.90625,0.96875,0.9375,27.58069610595703
0,3,0.8,31,0.08548380434513092,0.40625,0.13808637857437134,0.9375,0.75,0.84375,42.29981231689453
0,3,1.0,0,0.10406608879566193,0.34375,0.12883663177490234,1.0,0.90625,0.953125,43.41041564941406
0,3,1.0,1,0.10531380027532578,0.40625,0.13028168678283691,0.96875,0.875,0.921875,43.87074661254883
0,3,1.0,2,0.1055259257555008,0.40625,0.13214263319969177,0.96875,0.875,0.921875,34.57609176635742
0,3,1.0,3,0.11542271077632904,0.25,0.15557575225830078,1.0,0.8125,0.90625,37.555904388427734
0,3,1.0,4,0.0969538688659668,0.34375,0.10505036264657974,0.96875,0.8125,0.890625,33.047332763671875
0,3,1.0,5,0.09860514104366302,0.34375,0.10353829711675644,0.875,0.875,0.875,33.840309143066406
0,3,1.0,6,0.08323706686496735,0.375,0.12234565615653992,0.90625,0.84375,0.875,33.981834411621094
0,3,1.0,7,0.11874228715896606,0.375,0.14046606421470642,0.96875,0.78125,0.875,40.75751876831055
0,3,1.0,8,0.09588510543107986,0.34375,0.1228855550289154,0.9375,0.90625,0.921875,39.589073181152344
0,3,1.0,9,0.12589910626411438,0.28125,0.10285312682390213,0.9375,0.90625,0.921875,39.494178771972656
0,3,1.0,10,0.12900973856449127,0.46875,0.1414003074169159,0.96875,0.9375,0.953125,40.56931686401367
0,3,1.0,11,0.11325464397668839,0.21875,0.11467347294092178,0.9375,0.875,0.90625,37.55059814453125
0,3,1.0,12,0.11074836552143097,0.375,0.13348647952079773,0.96875,0.90625,0.9375,35.15498733520508
0,3,1.0,13,0.09139102697372437,0.3125,0.1486380398273468,0.96875,0.9375,0.953125,44.48760223388672
0,3,1.0,14,0.1100395917892456,0.28125,0.11609050631523132,1.0,0.875,0.9375,34.81989669799805
0,3,1.0,15,0.12456825375556946,0.375,0.10812629759311676,1.0,0.9375,0.96875,28.509754180908203
0,3,1.0,16,0.12041143327951431,0.34375,0.11470966786146164,0.84375,0.90625,0.875,31.03520393371582
0,3,1.0,17,0.11644858121871948,0.375,0.1327965259552002,0.96875,0.875,0.921875,38.4797477722168
0,3,1.0,18,0.10936208069324493,0.3125,0.13030795753002167,0.96875,0.84375,0.90625,36.58173370361328
0,3,1.0,19,0.09706541895866394,0.46875,0.0955827534198761,1.0,0.78125,0.890625,27.059064865112305
0,3,1.0,20,0.11014117300510406,0.28125,0.10875164717435837,1.0,0.90625,0.953125,34.84943771362305
0,3,1.0,21,0.11648586392402649,0.40625,0.10460011661052704,0.9375,0.875,0.90625,32.34942626953125
0,3,1.0,22,0.11556914448738098,0.28125,0.10141156613826752,0.96875,0.8125,0.890625,27.558609008789062
0,3,1.0,23,0.12986963987350464,0.3125,0.12637224793434143,1.0,0.78125,0.890625,44.427696228027344
0,3,1.0,24,0.10752539336681366,0.34375,0.12986920773983002,0.9375,0.75,0.84375,37.488712310791016
0,3,1.0,25,0.09078329056501389,0.375,0.12615281343460083,1.0,0.84375,0.921875,39.9037971496582
0,3,1.0,26,0.12349732965230942,0.3125,0.10906508564949036,0.96875,0.875,0.921875,41.96499252319336
0,3,1.0,27,0.1526772677898407,0.28125,0.1371268332004547,1.0,0.8125,0.90625,36.06978988647461
0,3,1.0,28,0.08796770125627518,0.46875,0.12705840170383453,1.0,0.90625,0.953125,36.70735168457031
0,3,1.0,29,0.09586988389492035,0.40625,0.11368057876825333,0.9375,0.8125,0.875,32.94487762451172
0,3,1.0,30,0.09807859361171722,0.28125,0.13538537919521332,0.9375,0.875,0.90625,44.24462127685547
0,3,1.0,31,0.12715114653110504,0.3125,0.13002091646194458,1.0,0.875,0.9375,33.956809997558594
0,5,0.8,0,0.09374415874481201,0.40625,0.14210247993469238,0.84375,0.8125,0.828125,37.167076110839844
0,5,0.8,1,0.12133243680000305,0.40625,0.1440768837928772,0.9375,0.78125,0.859375,37.33048629760742
0,5,0.8,2,0.08855737745761871,0.3125,0.14529812335968018,0.90625,0.875,0.890625,39.849822998046875
0,5,0.8,3,0.086595818400383,0.34375,0.16201719641685486,1.0,0.84375,0.921875,50.9837646484375
0,5,0.8,4,0.1013464704155922,0.40625,0.14948219060897827,0.90625,0.84375,0.875,47.3813591003418
0,5,0.8,5,0.10801052302122116,0.4375,0.14347955584526062,0.96875,0.90625,0.9375,33.13902282714844
0,5,0.8,6,0.10090851783752441,0.4375,0.13041551411151886,1.0,0.84375,0.921875,31.78700828552246
0,5,0.8,7,0.10043466091156006,0.375,0.16611382365226746,0.9375,0.90625,0.921875,40.147396087646484
0,5,0.8,8,0.11090390384197235,0.40625,0.13314326107501984,0.96875,0.875,0.921875,30.55289649963379
0,5,0.8,9,0.11206914484500885,0.46875,0.14052468538284302,1.0,0.90625,0.953125,36.579002380371094
0,5,0.8,10,0.10187813639640808,0.34375,0.1207268163561821,0.9375,0.9375,0.9375,25.99778938293457
0,5,0.8,11,0.1261584311723709,0.3125,0.12164510041475296,0.9375,0.9375,0.9375,22.74258041381836
0,5,0.8,12,0.09808394312858582,0.4375,0.13848349452018738,0.90625,0.84375,0.875,32.432010650634766
0,5,0.8,13,0.09857064485549927,0.25,0.13240699470043182,1.0,0.875,0.9375,38.30647277832031
0,5,0.8,14,0.11821632832288742,0.46875,0.17571291327476501,0.90625,0.8125,0.859375,40.42801284790039
0,5,0.8,15,0.10893763601779938,0.375,0.13326475024223328,0.90625,0.90625,0.90625,29.933746337890625
0,5,0.8,16,0.1273186206817627,0.1875,0.10387913882732391,0.9375,0.90625,0.921875,28.4511661529541
0,5,0.8,17,0.09145244210958481,0.4375,0.19481836259365082,1.0,0.84375,0.921875,50.90823745727539
0,5,0.8,18,0.10335467010736465,0.375,0.11626997590065002,0.9375,0.875,0.90625,30.06838035583496
0,5,0.8,19,0.10505091398954391,0.375,0.16227339208126068,0.96875,0.90625,0.9375,42.68218231201172
0,5,0.8,20,0.0872046947479248,0.34375,0.14713218808174133,0.96875,0.9375,0.953125,34.242393493652344
0,5,0.8,21,0.09574660658836365,0.40625,0.10285539925098419,0.84375,0.71875,0.78125,26.951602935791016
0,5,0.8,22,0.12975110113620758,0.3125,0.11286048591136932,1.0,0.90625,0.953125,30.641263961791992
0,5,0.8,23,0.11807369440793991,0.46875,0.1504523754119873,0.96875,0.90625,0.9375,40.052608489990234
0,5,0.8,24,0.11677329987287521,0.34375,0.11883871257305145,1.0,0.8125,0.90625,26.503276824951172
0,5,0.8,25,0.1072155237197876,0.34375,0.12744545936584473,0.9375,0.8125,0.875,37.46607971191406
0,5,0.8,26,0.09303697198629379,0.40625,0.09865374863147736,0.875,0.8125,0.84375,27.60482406616211
0,5,0.8,27,0.1258724480867386,0.375,0.18885913491249084,0.9375,0.96875,0.953125,31.37835121154785
0,5,0.8,28,0.08438494056463242,0.46875,0.1215817928314209,0.90625,0.9375,0.921875,28.037803649902344
0,5,0.8,29,0.0918322503566742,0.34375,0.15705308318138123,0.9375,0.8125,0.875,41.14741897583008
0,5,0.8,30,0.0903116911649704,0.3125,0.13613617420196533,0.9375,0.84375,0.890625,36.026485443115234
0,5,0.8,31,0.10869033634662628,0.3125,0.16929012537002563,0.96875,0.78125,0.875,39.712459564208984
0,5,1.0,0,0.13157875835895538,0.4375,0.11745309084653854,1.0,0.78125,0.890625,33.45163345336914
0,5,1.0,1,0.10393843054771423,0.40625,0.11508230119943619,0.875,0.71875,0.796875,31.713075637817383
0,5,1.0,2,0.09814298152923584,0.34375,0.0970562994480133,0.96875,0.875,0.921875,27.27385902404785
0,5,1.0,3,0.10398972779512405,0.34375,0.10995253175497055,0.96875,0.8125,0.890625,30.498830795288086
0,5,1.0,4,0.11627756059169769,0.34375,0.11983945965766907,1.0,0.875,0.9375,39.506771087646484
0,5,1.0,5,0.1373571753501892,0.28125,0.13069647550582886,0.9375,0.96875,0.953125,35.87126541137695
0,5,1.0,6,0.09449625015258789,0.4375,0.10306309908628464,0.9375,0.8125,0.875,32.10881042480469
0,5,1.0,7,0.10504433512687683,0.34375,0.11613387614488602,0.96875,0.84375,0.90625,34.17018508911133
0,5,1.0,8,0.11139348149299622,0.34375,0.10788532346487045,0.9375,0.875,0.90625,31.66205596923828
0,5,1.0,9,0.12743014097213745,0.25,0.09954601526260376,1.0,0.90625,0.953125,40.88807678222656
0,5,1.0,10,0.12038163840770721,0.3125,0.0968785509467125,0.9375,0.78125,0.859375,31.1696834564209
0,5,1.0,11,0.077029749751091,0.375,0.09473191201686859,0.96875,0.84375,0.90625,25.712839126586914
0,5,1.0,12,0.09110330790281296,0.40625,0.1094292476773262,0.90625,0.875,0.890625,26.137231826782227
0,5,1.0,13,0.11000461876392365,0.40625,0.10284478962421417,0.96875,0.875,0.921875,30.623964309692383
0,5,1.0,14,0.1080283671617508,0.3125,0.11041104793548584,0.9375,0.84375,0.890625,34.380615234375
0,5,1.0,15,0.11340607702732086,0.34375,0.10754495859146118,0.96875,0.875,0.921875,32.03704833984375
0,5,1.0,16,0.08391968905925751,0.40625,0.12130612879991531,1.0,0.875,0.9375,34.15378189086914
0,5,1.0,17,0.11569331586360931,0.3125,0.1042531207203865,0.9375,0.9375,0.9375,32.00484848022461
0,5,1.0,18,0.12307316809892654,0.3125,0.12514574825763702,0.96875,0.9375,0.953125,37.183509826660156
0,5,1.0,19,0.1013602614402771,0.34375,0.11132732778787613,0.875,0.875,0.875,33.70223617553711
0,5,1.0,20,0.10955150425434113,0.4375,0.1084696501493454,1.0,0.90625,0.953125,34.64741134643555
0,5,1.0,21,0.10513705015182495,0.375,0.10485594719648361,0.9375,0.84375,0.890625,26.609859466552734
0,5,1.0,22,0.09340164065361023,0.3125,0.11955207586288452,1.0,0.875,0.9375,32.8382453918457
0,5,1.0,23,0.10064031183719635,0.40625,0.13201895356178284,0.96875,0.84375,0.90625,35.05354690551758
0,5,1.0,24,0.10301381349563599,0.3125,0.11369142681360245,0.96875,0.9375,0.953125,27.999866485595703
0,5,1.0,25,0.10550153255462646,0.4375,0.10977306962013245,0.9375,0.84375,0.890625,32.95783996582031
0,5,1.0,26,0.08985888957977295,0.375,0.10803389549255371,1.0,0.84375,0.921875,25.947895050048828
0,5,1.0,27,0.11539039015769958,0.40625,0.11034200340509415,0.9375,0.875,0.90625,26.855510711669922
0,5,1.0,28,0.11869369447231293,0.28125,0.10219723731279373,0.96875,0.90625,0.9375,28.327817916870117
0,5,1.0,29,0.09090621024370193,0.375,0.09840718656778336,1.0,0.8125,0.90625,30.35085678100586
0,5,1.0,30,0.12739548087120056,0.34375,0.10237828642129898,1.0,0.9375,0.96875,34.39004898071289
0,5,1.0,31,0.12121739238500595,0.28125,0.09662415087223053,0.96875,0.90625,0.9375,29.75925636291504
